id,hotel_cluster
37778,1 45 41 98 56
37779,91 48 42 41 47
37780,91 48 41 42 70
37781,68 2 9 90 98
37782,64 82 2 5 29
37783,91 48 42 18 41
37784,91 48 41 42 18
37785,91 48 41 42 70
37786,65 26 30 44 62
37787,8 98 64 46 62
37788,91 48 41 42 28
37789,82 5 78 30 64
37790,91 48 41 42 70
37791,65 52 66 87 26
37792,1 41 56 70 91
37793,65 52 66 87 26
37794,91 48 41 95 21
37795,65 62 66 64 26
37796,64 5 22 58 46
37797,91 48 41 42 83
37798,65 52 66 87 26
37799,91 48 41 42 70
37800,65 52 66 87 26
37801,64 5 25 58 2
37802,82 25 64 58 5
37803,64 26 46 63 96
37804,91 48 41 18 95
37805,5 78 25 62 22
37806,91 48 41 42 70
37807,1 71 45 98 56
37808,46 36 62 63 61
37809,62 46 64 85 78
37810,57 62 12 82 61
37811,91 48 41 42 18
37812,91 48 42 18 41
37813,91 55 48 41 95
37814,91 48 41 18 95
37815,82 5 25 59 30
37816,65 52 66 87 26
37817,64 46 58 82 20
37818,63 64 46 36 62
37819,91 48 41 42 72
37820,91 48 41 42 70
37821,64 46 82 62 58
37822,80 92 90 2 59
37823,91 48 42 18 72
37824,91 48 42 41 47
37825,64 82 5 58 29
37826,91 48 42 41 18
37827,91 48 71 28 41
37828,64 5 25 82 58
37829,64 82 5 46 29
37830,91 48 42 41 47
37831,91 48 41 47 50
37832,64 46 62 97 36
37833,91 48 42 41 18
37834,65 52 66 87 26
37835,25 5 82 78 30
37836,5 59 25 82 78
37837,46 62 36 61 63
37838,91 48 42 41 47
37839,64 2 82 46 25
37840,2 64 22 25 97
37841,64 5 58 2 25
37842,91 48 42 18 41
37843,63 62 36 46 78
37844,90 9 59 2 68
37845,46 12 62 61 57
37846,91 48 41 42 70
37847,64 5 25 2 58
37848,91 48 41 95 55
37849,1 45 41 56 70
37850,64 82 5 2 29
37851,65 64 52 66 46
37852,62 9 8 63 46
37853,65 62 30 64 66
37854,1 45 98 48 56
37855,56 1 70 41 98
37856,1 41 48 91 70
37857,46 62 63 61 64
37858,65 52 87 66 26
37859,91 48 41 42 70
37860,1 41 56 98 91
37861,91 48 41 28 33
37862,91 48 42 41 47
37863,91 48 41 42 18
37864,64 46 63 58 97
37865,59 90 9 2 68
37866,64 82 58 25 5
37867,65 66 52 87 31
37868,91 48 41 42 70
37869,91 55 48 95 41
37870,64 82 46 58 62
37871,91 48 41 18 42
37872,80 92 9 98 68
37873,46 36 62 63 61
37874,63 62 57 36 61
37875,91 48 42 41 18
37876,91 48 41 42 70
37877,46 36 63 62 85
37878,46 36 62 63 61
37879,25 5 64 78 22
37880,46 63 64 62 85
37881,91 48 18 42 16
37882,65 64 25 22 52
37883,65 66 52 87 26
37884,65 66 87 52 26
37885,5 60 10 41 38
37886,91 48 72 42 18
37887,65 66 52 87 31
37888,91 48 41 42 98
37889,65 52 87 66 26
37890,91 48 41 42 28
37891,1 41 0 56 98
37892,65 66 52 87 31
37893,30 62 82 5 78
37894,46 64 82 62 36
37895,91 48 41 42 70
37896,91 55 41 48 95
37897,41 48 91 70 83
37898,64 5 82 29 58
37899,1 45 41 98 56
37900,46 12 62 61 57
37901,65 64 2 25 22
37902,1 48 41 91 45
37903,91 48 41 18 95
37904,91 48 42 18 41
37905,46 64 62 97 63
37906,65 52 66 87 26
37907,30 82 78 25 5
37908,0 26 41 96 34
37909,65 64 52 66 46
37910,41 91 48 70 50
37911,91 48 42 41 18
37912,64 82 5 25 29
37913,92 80 9 1 68
37914,5 25 22 82 78
37915,66 65 52 64 46
37916,91 48 41 42 70
37917,65 52 66 87 26
37918,46 64 62 97 63
37919,64 62 66 65 36
37920,82 62 46 85 57
37921,91 48 41 42 70
37922,91 48 41 42 18
37923,5 78 62 25 22
37924,91 48 41 83 42
37925,64 5 82 2 29
37926,91 48 41 55 95
37927,64 5 46 82 29
37928,1 48 91 41 45
37929,90 95 91 98 9
37930,91 48 41 42 70
37931,65 52 66 87 26
37932,91 41 48 33 55
37933,64 2 25 46 82
37934,82 64 46 62 30
37935,64 25 5 2 22
37936,91 48 41 72 42
37937,65 52 66 87 44
37938,64 5 46 82 36
37939,91 48 41 55 95
37940,46 64 62 97 63
37941,41 56 70 91 48
37942,98 68 95 59 90
37943,46 12 57 36 62
37944,91 48 83 41 47
37945,5 25 78 82 22
37946,91 48 42 41 18
37947,1 45 41 98 56
37948,91 48 41 1 42
37949,91 48 41 42 70
37950,46 64 63 82 58
37951,65 52 66 87 26
37952,62 82 57 61 12
37953,1 45 91 41 48
37954,1 41 45 56 91
37955,64 29 82 46 5
37956,91 48 42 28 72
37957,65 66 64 26 52
37958,1 41 45 98 56
37959,91 48 41 42 70
37960,65 52 87 66 64
37961,91 48 41 95 18
37962,91 48 41 42 18
37963,91 48 42 18 41
37964,5 25 78 64 8
37965,91 48 42 41 18
37966,65 66 52 87 26
37967,46 36 62 63 61
37968,41 48 91 98 56
37969,46 64 62 36 97
37970,64 62 36 66 65
37971,65 52 66 87 26
37972,65 52 87 66 26
37973,91 48 41 42 70
37974,91 48 42 18 41
37975,62 36 63 85 30
37976,64 46 82 5 29
37977,82 62 85 30 78
37978,91 48 41 42 18
37979,91 48 41 42 70
37980,64 46 2 25 82
37981,63 62 57 36 61
37982,64 5 46 82 29
37983,46 64 62 36 97
37984,25 82 62 5 30
37985,65 66 52 87 26
37986,91 48 41 28 42
37987,62 65 66 64 26
37988,91 48 41 42 70
37989,91 48 41 72 42
37990,64 5 46 2 25
37991,91 48 41 42 83
37992,91 48 42 18 41
37993,20 30 62 78 82
37994,1 45 88 41 68
37995,62 46 63 64 78
37996,1 91 71 41 0
37997,41 48 91 83 33
37998,46 36 62 63 64
37999,65 64 2 5 25
38000,5 59 30 25 82
38001,91 48 41 95 18
38002,91 48 28 42 18
38003,91 48 41 42 70
38004,91 48 41 42 83
38005,91 48 41 72 42
38006,62 63 81 85 57
38007,65 52 87 66 64
38008,91 48 41 42 70
38009,65 52 66 87 26
38010,63 64 46 62 36
38011,91 48 41 42 70
38012,91 48 41 42 18
38013,91 48 41 42 47
38014,91 48 41 95 18
38015,91 41 48 70 56
38016,59 68 90 9 2
38017,91 48 41 18 95
38018,1 48 91 41 56
38019,91 48 41 42 70
38020,91 41 48 50 83
38021,64 82 46 5 58
38022,64 46 26 63 92
38023,65 64 52 66 46
38024,65 66 62 26 64
38025,91 48 41 42 70
38026,46 63 62 36 61
38027,1 45 91 41 56
38028,91 48 41 42 70
38029,91 48 41 42 98
38030,64 46 82 29 58
38031,12 62 46 61 82
38032,91 48 41 83 42
38033,91 48 42 18 41
38034,91 48 41 18 42
38035,1 45 41 98 56
38036,65 52 66 87 26
38037,1 45 41 56 70
38038,62 36 63 57 81
38039,64 5 2 58 22
38040,2 64 37 65 8
38041,91 2 68 9 59
38042,65 52 87 66 26
38043,64 26 65 46 96
38044,91 48 42 41 18
38045,1 45 41 56 70
38046,64 5 25 2 58
38047,91 48 72 18 28
38048,5 62 30 82 78
38049,63 46 64 26 62
38050,62 85 36 61 63
38051,46 5 82 64 29
38052,91 48 41 55 95
38053,64 82 46 58 20
38054,5 82 58 62 78
38055,5 30 25 58 82
38056,91 48 42 18 41
38057,92 90 91 9 2
38058,63 46 64 36 61
38059,63 64 46 62 58
38060,91 48 41 42 70
38061,46 63 64 62 85
38062,12 62 46 82 61
38063,64 46 2 82 25
38064,59 95 90 68 2
38065,91 48 41 55 95
38066,63 61 62 26 46
38067,62 46 78 85 97
38068,1 45 41 98 56
38069,91 48 41 42 70
38070,91 90 92 80 9
38071,91 41 48 95 33
38072,1 45 41 70 91
38073,64 5 25 2 58
38074,46 12 57 82 62
38075,65 52 66 87 26
38076,65 66 62 52 26
38077,91 48 41 95 18
38078,65 52 87 66 64
38079,65 64 2 5 25
38080,65 52 66 87 26
38081,90 59 98 68 2
38082,91 48 41 42 18
38083,91 48 28 42 72
38084,46 12 62 57 82
38085,91 48 41 42 47
38086,65 66 52 87 31
38087,59 2 68 62 91
38088,91 48 42 18 41
38089,65 66 52 87 26
38090,91 48 41 42 70
38091,64 82 5 25 58
38092,46 36 62 63 64
38093,64 46 57 61 97
38094,5 25 78 82 64
38095,91 48 42 18 41
38096,41 48 91 83 33
38097,91 48 41 95 18
38098,1 41 45 56 70
38099,1 48 41 91 45
38100,91 41 48 21 83
38101,91 48 41 42 18
38102,91 48 41 42 70
38103,82 25 64 5 43
38104,64 82 46 5 29
38105,64 46 58 25 82
38106,91 48 41 42 70
38107,91 48 41 42 70
38108,91 48 41 42 98
38109,5 59 64 78 82
38110,91 48 42 18 41
38111,91 98 1 80 48
38112,91 48 42 18 95
38113,82 64 25 5 78
38114,1 79 45 88 98
38115,62 46 78 85 97
38116,65 30 26 44 62
38117,1 48 41 91 18
38118,65 66 52 87 26
38119,91 48 41 83 16
38120,91 48 41 42 72
38121,91 48 41 42 70
38122,91 48 41 42 70
38123,25 5 58 22 82
38124,91 48 42 41 72
38125,91 48 41 70 55
38126,1 41 56 70 91
38127,62 5 82 78 36
38128,91 48 41 42 70
38129,41 48 91 83 33
38130,91 48 41 42 18
38131,91 48 41 55 16
38132,91 48 42 28 18
38133,91 48 41 42 70
38134,1 71 0 26 98
38135,91 48 42 41 18
38136,1 45 41 98 70
38137,62 5 82 30 78
38138,91 48 41 42 70
38139,2 65 5 25 64
38140,91 48 42 41 18
38141,62 30 82 5 78
38142,64 5 25 22 2
38143,91 48 42 41 70
38144,46 36 62 63 85
38145,65 52 87 66 26
38146,91 48 41 55 95
38147,1 45 98 79 41
38148,91 48 41 42 28
38149,5 78 62 25 82
38150,46 36 62 63 61
38151,65 62 30 64 66
38152,91 48 41 42 18
38153,91 48 42 18 41
38154,91 48 42 18 41
38155,64 2 25 46 82
38156,46 64 82 85 62
38157,91 48 41 1 98
38158,46 62 36 63 64
38159,65 52 66 87 26
38160,91 48 42 41 47
38161,30 82 5 78 25
38162,65 52 66 87 26
38163,46 64 82 62 85
38164,91 48 41 18 42
38165,1 45 98 41 26
38166,82 25 64 5 58
38167,91 48 41 18 42
38168,91 48 41 18 42
38169,82 46 62 5 64
38170,91 48 42 41 47
38171,82 64 62 29 46
38172,63 46 62 64 30
38173,91 48 41 28 42
38174,46 64 62 97 58
38175,91 41 48 83 55
38176,1 45 41 91 70
38177,91 71 41 95 0
38178,91 48 41 42 70
38179,91 48 1 41 98
38180,64 82 5 58 29
38181,90 9 95 59 2
38182,65 5 25 64 22
38183,65 52 66 87 26
38184,91 48 41 95 55
38185,30 62 11 5 25
38186,41 56 70 91 98
38187,82 25 64 58 5
38188,82 64 46 62 30
38189,63 46 64 62 36
38190,46 64 62 97 63
38191,62 36 46 64 81
38192,41 48 91 70 83
38193,62 63 61 57 36
38194,1 48 41 91 45
38195,91 48 42 18 28
38196,65 64 2 5 25
38197,65 66 52 87 26
38198,5 46 62 82 64
38199,64 82 46 62 85
38200,91 48 41 42 70
38201,64 25 82 2 46
38202,1 45 41 98 56
38203,64 5 82 2 29
38204,91 55 41 48 95
38205,91 48 41 1 18
38206,91 48 41 42 18
38207,1 41 98 45 56
38208,46 62 81 36 64
38209,62 63 36 85 30
38210,46 82 62 36 57
38211,91 48 41 95 18
38212,46 62 81 78 85
38213,64 46 26 65 0
38214,91 48 42 41 47
38215,5 78 62 30 82
38216,91 48 41 42 70
38217,91 48 18 28 72
38218,64 25 5 22 2
38219,64 2 25 46 82
38220,64 46 82 25 2
38221,66 65 52 87 26
38222,91 48 41 42 70
38223,64 46 29 82 62
38224,5 25 78 82 22
38225,64 25 82 2 29
38226,91 48 41 42 70
38227,91 48 41 21 42
38228,82 64 5 25 30
38229,64 5 46 2 25
38230,59 68 9 2 91
38231,5 30 62 82 78
38232,65 52 66 87 26
38233,91 48 42 28 18
38234,91 48 41 42 70
38235,65 66 62 26 36
38236,65 52 66 87 26
38237,91 48 42 41 18
38238,65 52 66 26 87
38239,64 46 63 82 58
38240,91 48 41 42 72
38241,91 48 41 42 70
38242,91 48 41 70 55
38243,63 36 62 30 61
38244,70 41 56 98 91
38245,91 48 41 42 70
38246,41 48 91 83 33
38247,65 52 66 87 26
38248,91 48 41 70 47
38249,46 85 62 8 82
38250,65 52 87 66 26
38251,65 64 25 52 5
38252,91 48 41 42 18
38253,1 41 45 56 91
38254,91 48 42 41 47
38255,91 48 41 42 70
38256,5 25 78 82 64
38257,82 25 58 5 30
38258,12 46 57 61 62
38259,91 48 41 18 42
38260,65 52 64 66 26
38261,92 95 90 98 2
38262,64 62 63 81 82
38263,64 5 25 2 58
38264,46 64 82 62 61
38265,1 48 91 41 18
38266,91 48 41 83 42
38267,91 48 42 18 41
38268,91 41 48 33 83
38269,91 48 18 28 72
38270,46 64 62 97 63
38271,91 48 41 95 18
38272,64 63 46 58 97
38273,64 25 5 22 2
38274,62 36 63 85 57
38275,91 41 48 83 33
38276,30 5 82 62 58
38277,65 66 52 87 26
38278,91 48 42 41 72
38279,91 48 41 42 98
38280,65 52 66 87 26
38281,91 48 41 95 18
38282,1 98 56 48 70
38283,82 64 5 25 30
38284,91 48 41 55 70
38285,64 25 22 5 2
38286,64 5 25 2 58
38287,65 52 66 87 26
38288,91 48 41 95 18
38289,48 91 41 70 16
38290,65 52 26 87 66
38291,65 36 66 64 62
38292,62 30 82 5 36
38293,46 63 36 62 81
38294,91 48 41 42 83
38295,62 82 61 81 85
38296,91 48 42 41 47
38297,64 25 5 22 58
38298,91 48 41 42 70
38299,91 48 41 95 18
38300,48 91 41 47 50
38301,64 46 2 25 82
38302,62 36 81 63 57
38303,47 91 75 42 77
38304,5 25 22 78 58
38305,91 48 42 18 41
38306,46 12 62 57 61
38307,91 48 41 42 18
38308,91 48 41 42 70
38309,91 48 41 42 70
38310,91 48 41 18 42
38311,64 5 58 2 25
38312,91 48 18 41 42
38313,0 26 41 96 71
38314,5 59 78 30 25
38315,64 25 82 5 58
38316,1 45 55 41 95
38317,1 41 91 70 0
38318,91 70 41 56 48
38319,63 62 57 85 81
38320,91 48 41 42 70
38321,91 48 41 42 28
38322,46 64 62 85 63
38323,5 62 30 82 78
38324,91 48 41 70 55
38325,64 46 61 12 57
38326,91 48 41 1 42
38327,91 48 42 41 47
38328,65 64 52 2 25
38329,65 52 66 64 46
38330,91 41 48 83 33
38331,1 48 91 41 95
38332,91 48 42 18 41
38333,63 62 78 46 81
38334,1 45 41 98 56
38335,91 48 42 41 18
38336,41 48 91 70 83
38337,91 48 41 42 83
38338,1 45 41 98 56
38339,64 58 5 2 22
38340,65 52 66 87 26
38341,5 62 30 82 78
38342,82 12 57 62 61
38343,65 52 66 87 26
38344,91 48 41 42 70
38345,91 48 41 42 72
38346,91 55 48 41 95
38347,65 52 66 64 46
38348,91 48 41 70 56
38349,64 46 63 58 36
38350,1 45 41 98 56
38351,82 64 5 25 30
38352,91 48 41 42 70
38353,91 48 41 18 42
38354,46 12 62 57 61
38355,91 48 41 42 70
38356,65 62 30 78 52
38357,64 5 22 58 46
38358,1 45 41 98 56
38359,41 91 48 33 83
38360,1 41 45 56 91
38361,1 41 56 45 98
38362,91 48 41 83 42
38363,91 48 42 18 41
38364,64 5 25 2 58
38365,1 45 41 56 70
38366,91 48 42 41 18
38367,91 48 42 41 47
38368,91 48 41 42 98
38369,91 48 41 42 28
38370,91 48 41 42 50
38371,91 48 41 42 70
38372,64 46 58 82 20
38373,65 52 66 26 96
38374,91 48 42 18 41
38375,91 48 41 42 18
38376,65 66 52 87 26
38377,91 48 41 42 70
38378,91 18 70 48 41
38379,91 48 41 18 42
38380,91 48 42 41 18
38381,65 66 52 87 26
38382,1 45 41 98 56
38383,82 62 59 30 85
38384,91 48 41 42 70
38385,46 62 63 64 85
38386,91 48 41 42 83
38387,91 48 41 42 70
38388,91 48 42 18 16
38389,64 25 5 22 2
38390,91 48 42 41 47
38391,64 5 82 58 25
38392,5 78 62 25 22
38393,5 82 78 62 30
38394,64 5 46 2 25
38395,91 48 41 72 42
38396,91 48 41 18 42
38397,91 48 42 41 95
38398,91 48 41 42 18
38399,91 48 41 42 83
38400,64 25 5 22 2
38401,91 48 41 95 18
38402,46 63 85 36 81
38403,5 25 64 22 78
38404,65 52 66 87 26
38405,91 48 41 42 70
38406,1 45 41 56 79
38407,64 5 58 2 11
38408,91 48 41 98 42
38409,41 1 56 91 0
38410,64 30 82 5 25
38411,65 52 66 87 26
38412,48 41 91 21 33
38413,64 5 2 25 46
38414,46 64 62 97 63
38415,41 70 91 56 98
38416,91 48 41 42 83
38417,46 57 62 63 61
38418,46 82 12 64 57
38419,64 5 58 2 25
38420,91 55 48 41 95
38421,91 48 41 95 18
38422,64 5 46 82 29
38423,1 41 91 0 70
38424,91 48 42 41 98
38425,65 64 52 2 25
38426,46 36 62 63 61
38427,64 82 5 2 46
38428,91 48 41 72 42
38429,1 45 41 98 56
38430,91 41 48 70 95
38431,64 29 82 5 58
38432,64 5 25 2 46
38433,64 5 25 58 2
38434,65 52 87 96 26
38435,91 48 41 42 18
38436,91 55 41 48 95
38437,91 48 41 42 83
38438,64 5 25 22 2
38439,63 46 64 36 62
38440,91 48 41 70 55
38441,30 82 5 78 62
38442,91 48 41 83 42
38443,64 82 25 46 2
38444,82 64 30 5 25
38445,65 52 87 66 26
38446,91 48 42 41 18
38447,41 48 91 33 21
38448,91 48 41 42 83
38449,91 41 48 83 33
38450,91 48 41 42 70
38451,46 82 36 62 61
38452,91 48 41 42 83
38453,91 48 41 42 18
38454,91 48 41 70 55
38455,64 29 58 82 46
38456,5 25 58 82 78
38457,65 62 26 30 31
38458,91 48 42 18 41
38459,65 52 66 87 26
38460,65 52 66 87 26
38461,65 52 66 64 46
38462,91 48 41 42 18
38463,91 48 41 42 70
38464,25 82 62 5 30
38465,62 46 64 63 85
38466,91 48 41 18 95
38467,91 48 41 42 70
38468,1 41 45 56 70
38469,46 64 62 36 97
38470,46 36 62 63 85
38471,64 5 46 2 25
38472,91 48 41 42 28
38473,41 91 48 21 83
38474,64 5 25 2 58
38475,91 48 41 42 18
38476,62 12 57 82 36
38477,91 48 41 70 55
38478,5 78 62 30 82
38479,91 48 41 95 55
38480,65 52 66 87 26
38481,91 48 41 83 42
38482,64 5 58 2 25
38483,91 48 41 55 18
38484,91 48 18 72 28
38485,64 5 25 2 58
38486,91 48 41 42 70
38487,91 48 41 42 70
38488,63 62 78 30 85
38489,46 36 62 63 64
38490,64 82 46 25 2
38491,82 64 5 25 30
38492,91 71 48 47 77
38493,91 48 41 18 95
38494,91 48 41 42 98
38495,91 48 41 42 98
38496,64 5 46 2 25
38497,65 52 66 87 64
38498,91 48 41 42 70
38499,46 5 82 64 29
38500,91 55 41 48 95
38501,64 46 62 97 63
38502,5 78 25 22 8
38503,91 48 41 95 18
38504,91 48 41 83 42
38505,5 62 30 82 78
38506,82 64 5 25 30
38507,91 48 42 18 41
38508,91 48 41 42 18
38509,1 41 45 98 56
38510,91 48 41 42 70
38511,91 48 42 18 41
38512,65 58 20 64 38
38513,1 56 70 98 45
38514,65 52 66 87 26
38515,91 48 42 41 47
38516,91 48 41 42 98
38517,91 48 42 18 41
38518,64 82 5 46 29
38519,64 66 62 65 58
38520,64 46 26 63 96
38521,91 48 41 42 18
38522,91 48 41 42 18
38523,91 48 41 42 70
38524,91 48 42 41 47
38525,65 64 52 66 46
38526,64 5 25 2 58
38527,91 48 41 42 70
38528,91 48 18 28 72
38529,91 48 28 42 72
38530,91 48 42 28 18
38531,64 46 82 5 29
38532,91 41 48 83 55
38533,8 85 62 82 30
38534,91 70 56 41 98
38535,5 82 30 25 78
38536,65 52 66 87 26
38537,91 48 41 95 4
38538,65 52 87 66 26
38539,65 52 66 64 46
38540,82 20 62 58 46
38541,82 25 64 58 5
38542,65 52 66 87 26
38543,65 52 87 26 66
38544,91 48 41 70 18
38545,1 41 48 91 70
38546,91 48 42 41 18
38547,91 48 41 42 70
38548,91 48 42 41 47
38549,63 36 64 46 97
38550,91 48 42 16 28
38551,91 48 41 18 42
38552,91 48 41 42 28
38553,46 36 62 63 64
38554,62 82 61 57 85
38555,91 48 41 83 42
38556,91 48 42 41 18
38557,64 82 46 2 25
38558,91 48 41 18 42
38559,59 68 2 9 80
38560,91 48 41 42 70
38561,91 55 48 41 95
38562,90 59 98 9 68
38563,1 45 41 56 70
38564,5 59 64 78 82
38565,65 64 25 52 2
38566,65 52 64 26 66
38567,91 48 42 18 41
38568,91 48 41 42 70
38569,91 41 48 50 68
38570,63 64 96 26 46
38571,65 64 52 66 46
38572,64 46 61 62 97
38573,63 46 64 36 61
38574,91 48 42 41 47
38575,91 48 41 42 18
38576,64 25 5 2 22
38577,91 48 42 41 71
38578,5 25 59 78 82
38579,91 48 42 41 47
38580,64 82 5 46 30
38581,64 5 82 46 29
38582,91 48 42 41 18
38583,91 48 42 41 47
38584,91 48 42 18 41
38585,91 48 41 42 70
38586,1 91 41 48 18
38587,91 48 42 41 47
38588,1 48 41 91 45
38589,63 62 30 85 36
38590,98 95 90 68 59
38591,91 48 41 42 70
38592,65 66 52 87 31
38593,91 48 41 42 47
38594,8 30 25 82 58
38595,65 52 66 87 26
38596,64 29 46 82 5
38597,91 48 41 42 83
38598,30 62 82 5 78
38599,91 48 42 41 47
38600,91 48 41 72 42
38601,5 64 82 46 29
38602,65 52 66 87 26
38603,62 82 5 30 78
38604,82 64 5 25 30
38605,91 48 41 95 18
38606,5 78 62 22 25
38607,91 48 41 42 18
38608,91 48 41 83 42
38609,64 5 25 22 2
38610,64 5 46 2 25
38611,91 48 41 18 42
38612,64 5 46 82 29
38613,91 48 41 42 72
38614,65 64 22 25 52
38615,41 56 70 91 98
38616,65 52 66 87 26
38617,64 58 46 82 20
38618,82 64 46 62 61
38619,91 48 41 42 95
38620,1 45 91 41 48
38621,91 48 41 42 70
38622,65 66 52 87 26
38623,91 48 41 42 18
38624,64 46 82 62 36
38625,1 41 56 71 98
38626,46 36 63 64 62
38627,91 41 48 98 56
38628,91 48 42 41 18
38629,82 25 64 58 5
38630,91 48 42 18 41
38631,41 91 48 21 33
38632,64 5 46 82 29
38633,91 48 41 42 70
38634,65 26 30 44 62
38635,5 30 25 82 78
38636,46 61 62 64 82
38637,91 48 72 18 28
38638,91 48 41 70 83
38639,62 5 82 30 78
38640,62 30 82 5 36
38641,25 5 22 78 58
38642,82 64 62 36 46
38643,0 1 26 41 98
38644,91 48 41 42 70
38645,91 48 41 42 72
38646,64 5 46 82 29
38647,65 64 25 22 52
38648,46 36 62 63 85
38649,62 63 81 46 85
38650,91 48 41 42 18
38651,91 48 41 70 55
38652,91 48 41 42 70
38653,64 25 5 22 2
38654,1 45 98 41 56
38655,63 62 46 64 36
38656,91 48 41 42 70
38657,91 48 55 95 16
38658,64 5 46 2 25
38659,64 58 5 22 2
38660,91 48 41 42 18
38661,91 48 41 42 98
38662,91 48 41 95 21
38663,5 59 30 78 62
38664,91 48 71 42 41
38665,64 5 25 46 2
38666,91 48 41 42 70
38667,64 82 25 5 78
38668,91 48 41 42 70
38669,46 62 63 64 58
38670,91 48 41 42 70
38671,52 65 87 64 66
38672,64 46 82 5 29
38673,64 82 25 5 78
38674,82 64 25 58 5
38675,91 48 42 18 16
38676,91 48 83 41 28
38677,65 66 52 31 87
38678,91 48 41 42 83
38679,90 59 91 68 9
38680,91 41 48 83 42
38681,91 48 18 42 41
38682,1 45 41 56 70
38683,91 48 41 18 95
38684,64 32 62 82 58
38685,46 63 85 36 81
38686,65 52 87 96 62
38687,91 48 41 42 70
38688,64 46 63 62 36
38689,65 64 5 52 22
38690,91 48 72 18 28
38691,5 25 22 78 8
38692,63 64 46 62 36
38693,64 5 25 22 2
38694,91 48 42 41 18
38695,91 48 41 1 42
38696,91 48 41 42 98
38697,1 45 41 56 70
38698,5 25 78 22 64
38699,1 41 56 45 91
38700,91 48 28 83 42
38701,46 36 63 62 64
38702,91 48 41 42 95
38703,5 59 82 30 62
38704,91 48 41 55 95
38705,91 48 42 18 41
38706,91 48 42 18 41
38707,64 82 5 46 29
38708,64 46 62 36 97
38709,91 48 42 18 41
38710,91 48 41 1 98
38711,12 46 82 61 62
38712,64 5 58 2 25
38713,62 30 5 82 78
38714,91 48 18 39 42
38715,46 64 82 85 62
38716,46 64 62 97 63
38717,25 5 78 22 64
38718,91 48 41 42 70
38719,91 48 41 95 55
38720,64 5 46 2 25
38721,64 5 2 58 25
38722,91 48 18 41 95
38723,85 46 62 82 57
38724,91 21 48 1 41
38725,1 45 48 95 70
38726,65 66 52 64 46
38727,65 62 26 30 64
38728,62 12 57 61 85
38729,91 48 18 28 72
38730,91 48 41 18 42
38731,64 5 22 58 46
38732,64 82 5 30 46
38733,91 48 41 95 18
38734,91 48 41 55 95
38735,64 46 62 97 36
38736,91 48 41 42 70
38737,91 48 42 41 47
38738,91 48 42 41 47
38739,1 45 41 98 56
38740,82 46 62 64 5
38741,91 48 41 42 70
38742,91 48 41 42 70
38743,12 62 57 82 85
38744,65 66 64 46 26
38745,5 25 59 82 58
38746,64 5 25 22 2
38747,91 48 42 41 47
38748,64 46 58 82 67
38749,91 41 48 83 33
38750,5 25 78 82 64
38751,62 82 5 30 36
38752,91 48 18 28 72
38753,64 5 25 2 58
38754,1 48 41 91 45
38755,65 64 2 5 25
38756,1 95 97 45 88
38757,64 5 46 82 29
38758,91 41 48 83 28
38759,64 46 63 82 36
38760,1 48 41 91 45
38761,91 48 41 42 70
38762,59 5 30 25 62
38763,20 30 82 46 58
38764,58 25 5 78 62
38765,91 48 41 42 70
38766,90 59 68 2 9
38767,91 48 41 42 70
38768,91 41 48 83 42
38769,65 64 52 2 25
38770,91 48 41 42 18
38771,91 48 41 42 70
38772,91 48 42 41 18
38773,91 48 41 42 83
38774,91 48 72 18 41
38775,65 66 52 26 31
38776,64 5 25 2 58
38777,64 5 82 46 29
38778,65 52 87 66 26
38779,70 91 98 48 1
38780,91 48 41 42 70
38781,65 52 66 87 26
38782,91 48 41 42 18
38783,5 59 30 25 82
38784,25 64 82 58 22
38785,62 61 64 63 81
38786,91 48 41 83 42
38787,1 41 45 98 56
38788,64 25 5 58 2
38789,64 5 58 2 22
38790,65 66 52 87 31
38791,5 25 78 82 64
38792,91 48 41 95 18
38793,82 30 25 8 64
38794,65 52 87 66 64
38795,41 91 83 56 0
38796,91 48 42 18 41
38797,25 82 30 5 78
38798,91 48 42 41 47
38799,1 45 41 70 0
38800,91 48 42 41 47
38801,91 48 41 55 95
38802,91 55 48 41 95
38803,92 90 91 9 2
38804,65 66 52 87 31
38805,5 25 64 22 78
38806,91 48 41 42 70
38807,64 5 29 82 46
38808,91 48 41 42 18
38809,91 48 41 83 42
38810,46 36 62 63 61
38811,63 46 64 61 62
38812,30 5 62 82 59
38813,91 48 42 28 18
38814,30 62 5 82 78
38815,0 1 26 41 34
38816,64 82 5 58 29
38817,91 48 41 42 83
38818,65 52 66 87 26
38819,65 52 66 87 26
38820,46 36 62 63 61
38821,91 48 71 42 41
38822,64 5 82 29 58
38823,63 61 64 36 46
38824,82 25 30 64 5
38825,64 82 5 58 29
38826,91 41 48 50 70
38827,91 48 41 42 70
38828,64 29 82 5 46
38829,91 70 56 41 98
38830,91 48 42 41 47
38831,1 41 56 91 70
38832,91 48 41 42 70
38833,62 36 63 85 61
38834,91 41 48 18 83
38835,65 52 66 87 26
38836,55 91 41 48 95
38837,65 66 52 87 26
38838,91 48 41 42 70
38839,64 5 25 2 58
38840,91 48 41 95 18
38841,91 48 42 41 18
38842,5 78 62 22 25
38843,65 64 58 20 38
38844,65 52 66 87 26
38845,64 5 25 58 2
38846,64 29 46 82 5
38847,91 48 41 42 83
38848,91 48 42 18 41
38849,62 82 30 5 59
38850,64 46 2 82 25
38851,91 48 41 95 18
38852,64 25 5 22 2
38853,82 64 5 46 58
